Date,Year,Lat_degN,Lon_degW,Replicate,Discharge_m3persec,NO3,delta15N,delta18O,TN_umolperL,TP_umolperL,NH4,PO4,NO2_umolperL,Li,Be,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Ag,Cd,Cs,Ba,Tl,Pb,U
20170216,2:15 PM,Jasper Ridge,,,,22.73,,,,,19.94,4.12,,725.65,1.89,9432.91,75.97,49.17307692,471.6053877,5656.222023,11.62396063,116.7319816,691.5814319,900.7341695,44.21973609,45.74212493,20.89665653,16.2045162,1153.846154,-1.807731529,0.346944222,0.22571665,586.5433627,0.053821313,7.051158301,0.163844894
20170216,2:45 PM,Jasper Ridge,,,,13.19,,,,,4.62,0.26,,39.19,3.00,10574.50,73.09,29.28846154,150.1274117,3747.538048,4.632614967,45.30584427,89.06372935,974.3040685,10.02581756,25.78750667,6.661600811,3.720603721,313.6270258,-1.70575693,0.035584023,0.067714995,123.5709605,0.034249927,6.38030888,0.126034533
20170216,3:15 PM,Jasper Ridge,,,,9.39,,,,,5.88,0.30,,77.52,5.44,26067.46,110.42,40.82692308,274.663269,7781.557744,9.333107076,64.5425115,175.7671125,1174.671153,32.38668962,27.70955686,6.395643364,4.914004914,341.0180324,-1.668675257,0.008896006,0.082762772,409.0875992,0.034249927,7.031853282,0.184850649
20170216,3:45 PM,Jasper Ridge,,,,2.82,,,,,10.62,0.63,,55.48,5.11,23787.99,107.71,36.23076923,243.7204223,6730.528201,8.824028508,42.37519169,87.56884343,1201.743652,22.36087206,27.44260545,5.255825735,5.265005265,215.5900479,-1.019745991,0.026688017,0.13542999,281.3660526,0.048928467,7.833011583,0.22686216
,,Scott soil1,,,,43.37,,,,,4.04,0.18,,221.47,1.22,630.10,129.31,168.7115385,8.245358573,1555.595345,4.785338537,156.8921452,259.6380803,1142.857143,89.97418244,35.85157501,9.131205674,5.265005265,4708.970555,-1.881894873,0.142336091,0.067714995,1382.800553,0.04403562,5.313706564,4.133932698
,,Scott soil2,,,,43.65,,,,,4.60,0.36,,220.89,1.22,635.66,131.86,172.1730769,6.170367674,1594.449418,4.089597828,151.9168513,239.8111723,1127.10309,90.63396443,36.95942338,14.95694022,5.112905113,4665.601461,-1.854083619,0.177920114,0.075238883,1385.713245,0.04403562,5.342664093,4.159139604
